artist,born-died,period,school,url,base,nationality,birth_year_clean,death_year_clean,clean_name
"TOCQUÉ, Louis",(1696-1772),Baroque,painter,https://www.wga.hu/html/t/tocque/index.html,France,French,1696,1772,Louis Tocqué
"TOEPUT, Lodewijk",(c. 1550-c. 1605),Mannerism,painter,https://www.wga.hu/html/t/toeput/index.html,Italy,Flemish,1550,1605,Lodewijk Toeput
"TOL, Domenicus van",(c. 1635-1676),Baroque,painter,https://www.wga.hu/html/t/tol/index.html,Leiden,Dutch,1635,1676,Domenicus van Tol
"TOLEDO, Juan Bautista de",(c. 1515-1567),Mannerism,architect,https://www.wga.hu/html/t/toledo/index.html,Spain,Spanish,1515,1567,Juan Bautista de Toledo
"TOLSTOY, Fyodor Petrovich",(1783-1873),Neoclassicism,sculptor,https://www.wga.hu/html/t/tolstoy/index.html,St.Petersburg,Russian,1783,1873,Fyodor Petrovich Tolstoy
"TOMA, Gioacchino",(1836-1891),Realism,painter,https://www.wga.hu/html/t/toma/index.html,Naples,Italian,1836,1891,Gioacchino Toma
"TOMMASI, Adolfo",(1851-1933),Impressionism,painter,https://www.wga.hu/html/t/tommasi/index.html,Florence,Italian,1851,1933,Adolfo Tommasi
TOMMASO DA MODENA,(c. 1325-1379),Medieval,painter,https://www.wga.hu/html/t/tommaso/index.html,Modena,Italian,1325,1379,TOMMASO DA MODENA
TOMMASO DI CREDI,(active 1490-1510),Early Renaissance,painter,https://www.wga.hu/html/t/tommaso1/index.html,Florence,Italian,1490,1510,TOMMASO DI CREDI
"TOMÉ, Narciso",(1694-1742),Baroque,architect,https://www.wga.hu/html/t/tome/index.html,Toledo,Spanish,1694,1742,Narciso Tomé
"TOORENVLIET, Jacob",(1640-1719),Baroque,painter,https://www.wga.hu/html/t/toorenvl/index.html,Leiden,Dutch,1640,1719,Jacob Toorenvliet
"TOOROP, Jan",(1858-1928),Impressionism,painter,https://www.wga.hu/html/t/toorop/index.html,Netherlands,Dutch,1858,1928,Jan Toorop
"TORBIDO, Francesco",(c. 1482-c. 1561),High Renaissance,painter,https://www.wga.hu/html/t/torbido/index.html,Italy,Italian,1482,1561,Francesco Torbido
"TORELLI, Felice",(1667-1748),Baroque,painter,https://www.wga.hu/html/t/torelli/felice/index.html,Bologna,Italian,1667,1748,Felice Torelli
"TORELLI, Matteo di Filippo",(1365-1442),Early Renaissance,illuminator,https://www.wga.hu/html/t/torell/index.html,Florence,Italian,1365,1442,Matteo di Filippo Torelli
"TORELLI, Stefano",(1712-1784),Baroque,painter,https://www.wga.hu/html/t/torelli/stefano/index.html,Italy,Italian,1712,1784,Stefano Torelli
"TORNYAI, János",(1869-1936),Realism,painter,https://www.wga.hu/html/t/tornyai/index.html,Hungary,Hungarian,1869,1936,János Tornyai
"TORREGGIANI, Alfonso",(1682-1764),Baroque,architect,https://www.wga.hu/html/t/torreggi/index.html,Bologna,Italian,1682,1764,Alfonso Torreggiani
"TORRENTIUS, Johannes",(1589-1644),Baroque,painter,https://www.wga.hu/html/t/torrenti/index.html,Amsterdam,Dutch,1589,1644,Johannes Torrentius
"TORRES, Clemente de",(c. 1662-1730),Baroque,painter,https://www.wga.hu/html/t/torres/index.html,Spain,Spanish,1662,1730,Clemente de Torres
"TORRETTI, Giuseppe",(1664-1743),Baroque,sculptor,https://www.wga.hu/html/t/torretti/index.html,Venice,Italian,1664,1743,Giuseppe Torretti
"TORRICELLI, Giuseppe Antonio",(1659-1719),Baroque,sculptor,https://www.wga.hu/html/t/torricel/index.html,Florence,Italian,1659,1719,Giuseppe Antonio Torricelli
"TORRIGIANI, Sebastiano",(active 1573-1596),Mannerism,sculptor,https://www.wga.hu/html/t/torrigia/index.html,Italy,Italian,1573,1596,Sebastiano Torrigiani
"TORRIGIANO, Pietro",(1472-1528),High Renaissance,sculptor,https://www.wga.hu/html/t/torrigi/index.html,Italy,Italian,1472,1528,Pietro Torrigiano
"TORRITI, Jacopo",(active c. 1270-1300),Medieval,painter,https://www.wga.hu/html/t/torriti/index.html,Rome,Italian,1270,1300,Jacopo Torriti
"TOSCANI, Giovanni di Francesco",(c. 1370-1430),Early Renaissance,painter,https://www.wga.hu/html/t/toscani/index.html,Florence,Italian,1370,1430,Giovanni di Francesco Toscani
"TOSINI, Michele",(1503-1577),Mannerism,painter,https://www.wga.hu/html/t/tosini/index.html,Florence,Italian,1503,1577,Michele Tosini
"TOULMOUCHE, Auguste",(1829-1890),Realism,painter,https://www.wga.hu/html/t/toulmouc/index.html,Paris,French,1829,1890,Auguste Toulmouche
"TOULOUSE-LAUTREC, Henri de",(1864-1901),Impressionism,painter,https://www.wga.hu/html/t/toulouse/index.html,Paris,French,1864,1901,Henri de Toulouse-Lautrec
"TOURNIER, Nicolas",(1590-c. 1638),Baroque,painter,https://www.wga.hu/html/t/tournier/index.html,Rome,French,1590,1638,Nicolas Tournier
"TOURNIÈRES, Robert",(1667-1752),Baroque,painter,https://www.wga.hu/html/t/tournies/index.html,France,French,1667,1752,Robert Tournières
"TOUSSAINT, François Christophe Armand",(1806-1862),Neoclassicism,sculptor,https://www.wga.hu/html/t/toussain/index.html,Paris,French,1806,1862,François Christophe Armand Toussaint
"TOVAR, Alonso Miguel de",(1678-1758),Baroque,painter,https://www.wga.hu/html/t/tovar/index.html,Madrid,Spanish,1678,1758,Alonso Miguel de Tovar
"TRABALLESI, Bartolomeo",(c. 1540-1585),Mannerism,painter,https://www.wga.hu/html/t/traball/bartolom/index.html,Florence,Italian,1540,1585,Bartolomeo Traballesi
"TRABALLESI, Francesco",(1544-1588),Mannerism,painter,https://www.wga.hu/html/t/traball/francesc/index.html,Italy,Italian,1544,1588,Francesco Traballesi
"TRABALLESI, Giuliano",(1727-1812),Neoclassicism,painter,https://www.wga.hu/html/t/traballe/index.html,Milan,Italian,1727,1812,Giuliano Traballesi
"TRAINI, Francesco",(active 1321-1363),Medieval,painter,https://www.wga.hu/html/t/traini/index.html,Pisa,Italian,1321,1363,Francesco Traini
"TRAMELLO, Alessio",(c. 1455-c. 1528),High Renaissance,architect,https://www.wga.hu/html/t/tramello/index.html,Piacenza,Italian,1455,1528,Alessio Tramello
"TRAUT, Hans",(active 1477-1516),Northern Renaissance,painter,https://www.wga.hu/html/t/traut/hans/index.html,Nuremberg,German,1477,1516,Hans Traut
"TRAUT, Wolf",(c. 1485-1520),Northern Renaissance,painter,https://www.wga.hu/html/t/traut/wolf/index.html,Nuremberg,German,1485,1520,Wolf Traut
"TRAUTMANN, Johann Georg",(1713-1769),Baroque,painter,https://www.wga.hu/html/t/trautman/index.html,Germany,German,1713,1769,Johann Georg Trautmann
"TRAVERSI, Gaspare",(c. 1722-1770),Rococo,painter,https://www.wga.hu/html/t/traversi/index.html,Naples,Italian,1722,1770,Gaspare Traversi
"TRAVI, Antonio",(1608-1665),Baroque,painter,https://www.wga.hu/html/t/travi/index.html,Liguria,Italian,1608,1665,Antonio Travi
"TRECK, Jan Jansz.",(c. 1606-1652),Baroque,painter,https://www.wga.hu/html/t/treck/index.html,Amsterdam,Dutch,1606,1652,Jan Jansz. Treck
"TREMIGNON, Alessandro",(1635-1711),Baroque,architect,https://www.wga.hu/html/t/tremigno/index.html,Venice,Italian,1635,1711,Alessandro Tremignon
"TRETSCH, Aberlin",(1510-c. 1578),Northern Renaissance,architect,https://www.wga.hu/html/t/tretsch/index.html,Stuttgart,German,1510,1578,Aberlin Tretsch
"TREVISANI, Francesco",(1656-1746),Baroque,painter,https://www.wga.hu/html/t/trevisan/index.html,Italy,Italian,1656,1746,Francesco Trevisani
"TREZZO, Jacopo da",(c. 1515-1589),Mannerism,sculptor,https://www.wga.hu/html/t/trezzo/index.html,Italy,Italian,1515,1589,Jacopo da Trezzo
"TRIBOLO, Niccolò",(1500-1558),High Renaissance,sculptor,https://www.wga.hu/html/t/tribolo/index.html,Italy,Italian,1500,1558,Niccolò Tribolo
"TRICHT, Arnt van",(active c. 1530-1570),Northern Renaissance,sculptor,https://www.wga.hu/html/t/tricht/index.html,Kalkar,Netherlandish,1530,1570,Arnt van Tricht
"TRINQUESSE, Louis-Rolland",(1745-c. 1800),Rococo,painter,https://www.wga.hu/html/t/trinques/index.html,Paris,French,1745,1800,Louis-Rolland Trinquesse
"TRIPPEL, Alexander",(1744-1793),Rococo,sculptor,https://www.wga.hu/html/t/trippel/index.html,Switzerland,Swiss,1744,1793,Alexander Trippel
"TRISTÁN, Luis",(1586-1624),Baroque,painter,https://www.wga.hu/html/t/tristan/index.html,Toledo,Spanish,1586,1624,Luis Tristán
"TROGER, Paul",(1698-1762),Baroque,painter,https://www.wga.hu/html/t/troger/index.html,Austria,Austrian,1698,1762,Paul Troger
"TROOST, Cornelis",(1697-1750),Baroque,painter,https://www.wga.hu/html/t/troost/index.html,Amsterdam,Dutch,1697,1750,Cornelis Troost
"TROPININ, Vasily Andreyevich",(1776-1857),Romanticism,painter,https://www.wga.hu/html/t/tropinin/index.html,Moscow,Russian,1776,1857,Vasily Andreyevich Tropinin
"TROST, Andreas",(1657-1708),Baroque,architect,https://www.wga.hu/html/t/trost/index.html,Graz,German,1657,1708,Andreas Trost
"TROTTI, Giovanni Battista",(1555-1619),Mannerism,painter,https://www.wga.hu/html/t/trotti/index.html,Cremona,Italian,1555,1619,Giovanni Battista Trotti
"TROY, François de",(1645-1730),Baroque,painter,https://www.wga.hu/html/t/troy/francois/index.html,France,French,1645,1730,François de Troy
"TROY, Jean-François de",(1679-1752),Baroque,painter,https://www.wga.hu/html/t/troy/jeanfran/index.html,France,French,1679,1752,Jean-François de Troy
"TROYE, Edward",(1808-1874),Romanticism,painter,https://www.wga.hu/html/t/troye/index.html,United States,American,1808,1874,Edward Troye
"TROYEN, Rombout van",(1605-1656),Baroque,painter,https://www.wga.hu/html/t/troyen/index.html,Amsterdam,Dutch,1605,1656,Rombout van Troyen
"TROYON, Constant",(1810-1865),Realism,painter,https://www.wga.hu/html/t/troyon/index.html,France,French,1810,1865,Constant Troyon
"TRUBETZKOY, Prince Paolo",(1866-1938),Realism,sculptor,https://www.wga.hu/html/t/trubetzk/index.html,Italy,Italian,1866,1938,Prince Paolo Trubetzkoy
"TRUMBULL, John",(1756-1843),Neoclassicism,painter,https://www.wga.hu/html/t/trumbull/index.html,United States,American,1756,1843,John Trumbull
"TRUTAT, Félix",(1824-1848),Romanticism,painter,https://www.wga.hu/html/t/trutat/index.html,France,French,1824,1848,Félix Trutat
"TRÉMOLIÈRES, Pierre-Charles",(1703-1739),Rococo,painter,https://www.wga.hu/html/t/tremolie/index.html,France,French,1703,1739,Pierre-Charles Trémolières
"TRÜBNER, Wilhelm",(1851-1917),Impressionism,painter,https://www.wga.hu/html/t/trubner/index.html,Germany,German,1851,1917,Wilhelm Trübner
"TSAFOURIS, Nikolaos",(?-1501),Medieval,painter,https://www.wga.hu/html/t/tsafouri/index.html,Crete,Greek,1501,,Nikolaos Tsafouris
"TUAILLON, Louis",(1862-1919),Realism,sculptor,https://www.wga.hu/html/t/tuaillon/index.html,Berlin,German,1862,1919,Louis Tuaillon
"TUBY, Jean-Baptiste",(1635-1700),Baroque,sculptor,https://www.wga.hu/html/t/tuby/index.html,France,French,1635,1700,Jean-Baptiste Tuby
"TUERLINCKX, Joseph",(1809-1873),Realism,sculptor,https://www.wga.hu/html/t/tuerlinc/index.html,Mechelen,Belgian,1809,1873,Joseph Tuerlinckx
"TURA, Cosmè",(c. 1430-1495),Early Renaissance,painter,https://www.wga.hu/html/t/tura/index.html,Ferrara,Italian,1430,1495,Cosmè Tura
"TURA, Giovanni Francesco",(c. 1485-c. 1546),High Renaissance,painter,https://www.wga.hu/html/t/tura_g/index.html,Mantua,Italian,1485,1546,Giovanni Francesco Tura
"TURCHI, Alessandro",(1578-1649),Baroque,painter,https://www.wga.hu/html/t/turchi/index.html,Verona,Italian,1578,1649,Alessandro Turchi
TURINO VANNI,(c. 1348-after 1438),Medieval,painter,https://www.wga.hu/html/t/turino/index.html,Pisa,Italian,1348,1438,TURINO VANNI
"TURNER, Joseph Mallord William",(1775-1851),Romanticism,painter,https://www.wga.hu/html/t/turner/index.html,England,English,1775,1851,Joseph Mallord William Turner
"TURNHOUT, Jan van",(active 1724-1756),Rococo,sculptor,https://www.wga.hu/html/t/turnhout/index.html,Mechelen,Flemish,1724,1756,Jan van Turnhout
"TURPIN DE CRISSÉ, Lancelot-Théodore",(1782-1859),Neoclassicism,painter,https://www.wga.hu/html/t/turpin/index.html,Paris,French,1782,1859,Lancelot-Théodore Turpin De Crissé
"TUXEN, Laurits Regner",(1853-1927),Realism,painter,https://www.wga.hu/html/t/tuxen/index.html,Denmark,Danish,1853,1927,Laurits Regner Tuxen
"TWACHTMAN, John Henry",(1853-1902),Realism,painter,https://www.wga.hu/html/t/twachtma/index.html,United States,American,1853,1902,John Henry Twachtman
"TÖPFFER, Adam-Wolfgang",(1766-1847),Romanticism,painter,https://www.wga.hu/html/t/topffer/index.html,Geneva,Swiss,1766,1847,Adam-Wolfgang Töpffer
"UBERTI, Pietro",(1671-1762),Baroque,painter,https://www.wga.hu/html/u/uberti/index.html,Venice,Italian,1671,1762,Pietro Uberti
"UCCELLO, Paolo",(1397-1475),Early Renaissance,painter,https://www.wga.hu/html/u/uccello/index.html,Florence,Italian,1397,1475,Paolo Uccello
"UDEN, Lucas van",(1595-1672),Baroque,painter,https://www.wga.hu/html/u/uden/index.html,Antwerp,Flemish,1595,1672,Lucas van Uden
UGO DA CAMPIONE,(d. ca. 1356),Medieval,sculptor,https://www.wga.hu/html/u/ugo_c/index.html,Italy,Italian,1356,,UGO DA CAMPIONE
UGO DA CARPI,(c. 1480-c. 1532),High Renaissance,graphic,https://www.wga.hu/html/u/ugo/index.html,Italy,Italian,1480,1532,UGO DA CARPI
UGOLINO DI NERIO,(active 1317-1339/49),Medieval,painter,https://www.wga.hu/html/u/ugolino/nerio/index.html,Siena,Italian,1317,1339,UGOLINO DI NERIO
UGOLINO DI TEDICE,(active 1251-1277),Medieval,painter,https://www.wga.hu/html/u/ugolino/tedice/index.html,Pisa,Italian,1251,1277,UGOLINO DI TEDICE
UGOLINO DI VIERI,(active 1328-c. 1380),Medieval,goldsmith,https://www.wga.hu/html/u/ugolino/vieri/index.html,Siena,Italian,1328,1380,UGOLINO DI VIERI
UGOLINO-LORENZETTI,(active 1340-60),Medieval,painter,https://www.wga.hu/html/u/ugolino/lorenzet/index.html,Siena,Italian,1340,,UGOLINO-LORENZETTI
"UHDE, Fritz van",(1848-1911),Impressionism,painter,https://www.wga.hu/html/u/uhde/index.html,Germany,German,1848,1911,Fritz van Uhde
"UKHTOMSKY, Konstantin Andreyevich",(1818-1881),Realism,painter,https://www.wga.hu/html/u/ukhtomsk/index.html,St.Petersburg,Russian,1818,1881,Konstantin Andreyevich Ukhtomsky
"ULFT, Jacob van der",(1627-1689),Baroque,painter,https://www.wga.hu/html/u/ulft/index.html,Rome,Dutch,1627,1689,Jacob van der Ulft
"ULRICH, Caspar",(active 1550-1575),Mannerism,sculptor,https://www.wga.hu/html/u/ulrich/index.html,SanktJoachimsthal,Bohemian,1550,1575,Caspar Ulrich
"UNTERBERGER, Christoph",(1732-1798),Rococo,painter,https://www.wga.hu/html/u/unterber/christop/index.html,Rome,Austrian,1732,1798,Christoph Unterberger
"UNTERBERGER, Franz-Richard",(1838-1902),Realism,painter,https://www.wga.hu/html/u/unterbex/index.html,Austria,Austrian,1838,1902,Franz-Richard Unterberger
"UNTERBERGER, Michelangelo",(1695-1758),Baroque,painter,https://www.wga.hu/html/u/unterber/michelan/index.html,Austria,Austrian,1695,1758,Michelangelo Unterberger
"URBANI, Andrea",(1711-1798),Rococo,painter,https://www.wga.hu/html/u/urbani/index.html,Italy,Italian,1711,1798,Andrea Urbani
URBANO DA CORTONA,(1426-1504),Early Renaissance,sculptor,https://www.wga.hu/html/u/urbano/index.html,Italy,Italian,1426,1504,URBANO DA CORTONA
"URBINI, Francesco",(active 1530s),High Renaissance,potter,https://www.wga.hu/html/u/urbini/index.html,Italy,Italian,1530,,Francesco Urbini
"URBINO, Carlo",(c. 1520-c.1585),Mannerism,graphic,https://www.wga.hu/html/u/urbino/index.html,Crema,Italian,1520,1585,Carlo Urbino
"URY, Lesser",(1861-1931),Impressionism,painter,https://www.wga.hu/html/u/ury/index.html,Berlin,German,1861,1931,Lesser Ury
"USSI, Stefano",(1822-1901),Realism,painter,https://www.wga.hu/html/u/ussi/index.html,Florence,Italian,1822,1901,Stefano Ussi
"UTENS, Giusto",(active 1599-1609),Baroque,painter,https://www.wga.hu/html/u/utens/index.html,Carrara,Flemish,1599,1609,Giusto Utens
"UTRECHT, Adriaen van",(1599-1652),Baroque,painter,https://www.wga.hu/html/u/utrecht/index.html,Flanders,Flemish,1599,1652,Adriaen van Utrecht
"UYL, Jan Jansz. den, the Elder",(c. 1595-1639),Baroque,painter,https://www.wga.hu/html/u/uyl/index.html,Netherlands,Dutch,1595,1639,"Jan Jansz. den, the Elder Uyl"
"UYTTENBROECK, Moyses Matheusz van",(c. 1595-c. 1647),Baroque,painter,https://www.wga.hu/html/u/uyttenbr/index.html,Amsterdam,Dutch,1595,1647,Moyses Matheusz van Uyttenbroeck
"VAARDT, Jan van der",(c. 1653-1727),Baroque,painter,https://www.wga.hu/html/v/vaardt/index.html,London,Dutch,1653,1727,Jan van der Vaardt
"VACCARO, Andrea",(1604-1670),Baroque,painter,https://www.wga.hu/html/v/vaccar/index.html,Naples,Italian,1604,1670,Andrea Vaccaro
"VACCARO, Lorenzo",(1655-1706),Baroque,sculptor,https://www.wga.hu/html/v/vaccaro/index.html,Naples,Italian,1655,1706,Lorenzo Vaccaro
"VADDER, Lodewijk de",(1605-1655),Baroque,painter,https://www.wga.hu/html/v/vadder/index.html,Brussels,Flemish,1605,1655,Lodewijk de Vadder
"VAFFLARD, Pierre-Auguste",(1777-1837),Romanticism,painter,https://www.wga.hu/html/v/vafflard/index.html,Paris,French,1777,1837,Pierre-Auguste Vafflard
"VALADIER, Giuseppe",(1762-1839),Neoclassicism,architect,https://www.wga.hu/html/v/valadier/giuseppe/index.html,Rome,Italian,1762,1839,Giuseppe Valadier
"VALADIER, Luigi",(1726-1785),Neoclassicism,sculptor,https://www.wga.hu/html/v/valadier/luigi/index.html,Rome,Italian,1726,1785,Luigi Valadier
"VALCKENBORCH, Frederik van",(1566-1623),Baroque,painter,https://www.wga.hu/html/v/valckenb/frederik/index.html,Flanders,Flemish,1566,1623,Frederik van Valckenborch
"VALCKENBORCH, Gillis van",(1570-1622),Mannerism,painter,https://www.wga.hu/html/v/valckenb/gillis/index.html,FrankfurtamMain,Flemish,1570,1622,Gillis van Valckenborch
"VALCKENBORCH, Lucas van",(c. 1530-1597),Mannerism,painter,https://www.wga.hu/html/v/valckenb/lucas/index.html,Flanders,Flemish,1530,1597,Lucas van Valckenborch
"VALCKENBORCH, Marten van I",(1534-1612),Mannerism,painter,https://www.wga.hu/html/v/valckenb/marten1/index.html,FrankfurtamMain,Flemish,1534,1612,Marten van I Valckenborch
"VALCKERT, Werner Jacobsz. van den",(c. 1580-c. 1627),Baroque,painter,https://www.wga.hu/html/v/valckert/index.html,Netherlands,Dutch,1580,1627,Werner Jacobsz. van den Valckert
"VALCKX, Pieter",(1734-1785),Rococo,sculptor,https://www.wga.hu/html/v/valckx/index.html,Mechelen,Flemish,1734,1785,Pieter Valckx
"VALDAMBRINO, Francesco di",(active 1401-1435),Early Renaissance,sculptor,https://www.wga.hu/html/v/valdambr/index.html,Siena,Italian,1401,1435,Francesco di Valdambrino
"VALDÉS LEAL, Juan de",(1622-1690),Baroque,painter,https://www.wga.hu/html/v/valdes/juan/index.html,Seville,Spanish,1622,1690,Juan de Valdés Leal
"VALDÉS, Lucas de",(1661-c. 1724),Baroque,painter,https://www.wga.hu/html/v/valdes/lucas/index.html,Cádiz,Spanish,1661,1724,Lucas de Valdés
"VALENCIENNES, Pierre-Henri de",(1750-1819),Neoclassicism,painter,https://www.wga.hu/html/v/valencie/index.html,France,French,1750,1819,Pierre-Henri de Valenciennes
VALENTIN DE BOULOGNE,(1591-1632),Baroque,painter,https://www.wga.hu/html/v/valentin/index.html,Rome,French,1591,1632,VALENTIN DE BOULOGNE
"VALERIANI, Domenico",(d. before 1771),Rococo,painter,https://www.wga.hu/html/v/valerian/index.html,Italy,Italian,1771,,Domenico Valeriani
"VALESIO, Giovanni Luigi",(c. 1583-c. 1633),Baroque,painter,https://www.wga.hu/html/v/valesio/index.html,Bologna,Italian,1583,1633,Giovanni Luigi Valesio
"VALLAYER-COSTER, Anne",(1744-1818),Rococo,painter,https://www.wga.hu/html/v/vallayer/index.html,Paris,French,1744,1818,Anne Vallayer-Coster
"VALLE, Filippo della",(1698-1768),Baroque,sculptor,https://www.wga.hu/html/v/valle/index.html,Rome,Italian,1698,1768,Filippo della Valle
"VALLGREN, Ville",(1855-1940),Art Nouveau,sculptor,https://www.wga.hu/html/v/vallgren/index.html,Paris,Finnish,1855,1940,Ville Vallgren
"VALLIN DE LA MOTHE, Jean-Baptiste-Michel",(1729-1800),Neoclassicism,architect,https://www.wga.hu/html/v/vallin1/index.html,St.Petersburg,French,1729,1800,Jean-Baptiste-Michel Vallin De La Mothe
"VALLIN, Eugène",(1856-1922),Art Nouveau,cabinet-maker,https://www.wga.hu/html/v/vallin_e/index.html,Nancy,French,1856,1922,Eugène Vallin
"VALLIN, Jacques-Antoine",(c. 1760-after 1831),Rococo,painter,https://www.wga.hu/html/v/vallin/index.html,Paris,French,1760,1831,Jacques-Antoine Vallin
"VALLOTTON, Félix",(1865-1925),Realism,painter,https://www.wga.hu/html/v/vallotto/index.html,Paris,Swiss,1865,1925,Félix Vallotton
